"Country or Area"|"Year"|"Area"|"Sex"|"Age"|"Record Type"|"Reliability"|"Source Year"|"Value"|"Value Footnotes"
"Republic of Korea"|"2017"|"Total"|"Female"|"98"|"Estimate - de jure"|"Final figure, complete"|"2019"|"2711"|""
"Republic of Korea"|"2017"|"Total"|"Female"|"99"|"Estimate - de jure"|"Final figure, complete"|"2019"|"1914"|""
"Republic of Korea"|"2017"|"Total"|"Female"|"100 +"|"Estimate - de jure"|"Final figure, complete"|"2019"|"3325"|""
"Spain"|"2018"|"Total"|"Both Sexes"|"Total"|"Estimate - de jure"|"Final figure, complete"|"2019"|"46658447"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"0"|"Estimate - de jure"|"Final figure, complete"|"2019"|"392563"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"0 - 4"|"Estimate - de jure"|"Final figure, complete"|"2019"|"2106226"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"1"|"Estimate - de jure"|"Final figure, complete"|"2019"|"415792"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"1 - 4"|"Estimate - de jure"|"Final figure, complete"|"2019"|"1713663"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"2"|"Estimate - de jure"|"Final figure, complete"|"2019"|"428572"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"3"|"Estimate - de jure"|"Final figure, complete"|"2019"|"436247"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"4"|"Estimate - de jure"|"Final figure, complete"|"2019"|"433052"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"5"|"Estimate - de jure"|"Final figure, complete"|"2019"|"457964"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"5 - 9"|"Estimate - de jure"|"Final figure, complete"|"2019"|"2423973"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"6"|"Estimate - de jure"|"Final figure, complete"|"2019"|"475915"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"7"|"Estimate - de jure"|"Final figure, complete"|"2019"|"480747"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"8"|"Estimate - de jure"|"Final figure, complete"|"2019"|"491371"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"9"|"Estimate - de jure"|"Final figure, complete"|"2019"|"517976"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"10"|"Estimate - de jure"|"Final figure, complete"|"2019"|"500924"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"10 - 14"|"Estimate - de jure"|"Final figure, complete"|"2019"|"2448365"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"11"|"Estimate - de jure"|"Final figure, complete"|"2019"|"498221"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"12"|"Estimate - de jure"|"Final figure, complete"|"2019"|"488788"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"13"|"Estimate - de jure"|"Final figure, complete"|"2019"|"484065"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"14"|"Estimate - de jure"|"Final figure, complete"|"2019"|"476367"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"15"|"Estimate - de jure"|"Final figure, complete"|"2019"|"459179"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"15 - 19"|"Estimate - de jure"|"Final figure, complete"|"2019"|"2263846"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"16"|"Estimate - de jure"|"Final figure, complete"|"2019"|"457057"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"17"|"Estimate - de jure"|"Final figure, complete"|"2019"|"457171"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"18"|"Estimate - de jure"|"Final figure, complete"|"2019"|"450058"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"19"|"Estimate - de jure"|"Final figure, complete"|"2019"|"440381"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"20"|"Estimate - de jure"|"Final figure, complete"|"2019"|"446030"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"20 - 24"|"Estimate - de jure"|"Final figure, complete"|"2019"|"2261480"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"21"|"Estimate - de jure"|"Final figure, complete"|"2019"|"444295"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"22"|"Estimate - de jure"|"Final figure, complete"|"2019"|"445250"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"23"|"Estimate - de jure"|"Final figure, complete"|"2019"|"453268"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"24"|"Estimate - de jure"|"Final figure, complete"|"2019"|"472637"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"25"|"Estimate - de jure"|"Final figure, complete"|"2019"|"490287"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"25 - 29"|"Estimate - de jure"|"Final figure, complete"|"2019"|"2512344"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"26"|"Estimate - de jure"|"Final figure, complete"|"2019"|"490686"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"27"|"Estimate - de jure"|"Final figure, complete"|"2019"|"499610"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"28"|"Estimate - de jure"|"Final figure, complete"|"2019"|"510399"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"29"|"Estimate - de jure"|"Final figure, complete"|"2019"|"521362"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"30"|"Estimate - de jure"|"Final figure, complete"|"2019"|"531498"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"30 - 34"|"Estimate - de jure"|"Final figure, complete"|"2019"|"2853411"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"31"|"Estimate - de jure"|"Final figure, complete"|"2019"|"547399"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"32"|"Estimate - de jure"|"Final figure, complete"|"2019"|"567973"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"33"|"Estimate - de jure"|"Final figure, complete"|"2019"|"592465"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"34"|"Estimate - de jure"|"Final figure, complete"|"2019"|"614076"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"35"|"Estimate - de jure"|"Final figure, complete"|"2019"|"652184"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"35 - 39"|"Estimate - de jure"|"Final figure, complete"|"2019"|"3577708"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"36"|"Estimate - de jure"|"Final figure, complete"|"2019"|"683915"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"37"|"Estimate - de jure"|"Final figure, complete"|"2019"|"719483"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"38"|"Estimate - de jure"|"Final figure, complete"|"2019"|"743063"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"39"|"Estimate - de jure"|"Final figure, complete"|"2019"|"779063"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"40"|"Estimate - de jure"|"Final figure, complete"|"2019"|"791391"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"40 - 44"|"Estimate - de jure"|"Final figure, complete"|"2019"|"3972626"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"41"|"Estimate - de jure"|"Final figure, complete"|"2019"|"806704"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"42"|"Estimate - de jure"|"Final figure, complete"|"2019"|"801368"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"43"|"Estimate - de jure"|"Final figure, complete"|"2019"|"796217"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"44"|"Estimate - de jure"|"Final figure, complete"|"2019"|"776946"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"45"|"Estimate - de jure"|"Final figure, complete"|"2019"|"773827"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"45 - 49"|"Estimate - de jure"|"Final figure, complete"|"2019"|"3767855"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"46"|"Estimate - de jure"|"Final figure, complete"|"2019"|"761823"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"47"|"Estimate - de jure"|"Final figure, complete"|"2019"|"751157"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"48"|"Estimate - de jure"|"Final figure, complete"|"2019"|"743754"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"49"|"Estimate - de jure"|"Final figure, complete"|"2019"|"737294"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"50"|"Estimate - de jure"|"Final figure, complete"|"2019"|"741197"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"50 - 54"|"Estimate - de jure"|"Final figure, complete"|"2019"|"3592109"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"51"|"Estimate - de jure"|"Final figure, complete"|"2019"|"722405"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"52"|"Estimate - de jure"|"Final figure, complete"|"2019"|"716096"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"53"|"Estimate - de jure"|"Final figure, complete"|"2019"|"724013"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"54"|"Estimate - de jure"|"Final figure, complete"|"2019"|"688398"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"55"|"Estimate - de jure"|"Final figure, complete"|"2019"|"664333"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"55 - 59"|"Estimate - de jure"|"Final figure, complete"|"2019"|"3205171"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"56"|"Estimate - de jure"|"Final figure, complete"|"2019"|"647591"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"57"|"Estimate - de jure"|"Final figure, complete"|"2019"|"649390"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"58"|"Estimate - de jure"|"Final figure, complete"|"2019"|"629768"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"59"|"Estimate - de jure"|"Final figure, complete"|"2019"|"614089"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"60"|"Estimate - de jure"|"Final figure, complete"|"2019"|"597636"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"60 - 64"|"Estimate - de jure"|"Final figure, complete"|"2019"|"2713839"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"61"|"Estimate - de jure"|"Final figure, complete"|"2019"|"556373"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"62"|"Estimate - de jure"|"Final figure, complete"|"2019"|"538027"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"63"|"Estimate - de jure"|"Final figure, complete"|"2019"|"511745"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"64"|"Estimate - de jure"|"Final figure, complete"|"2019"|"510058"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"65"|"Estimate - de jure"|"Final figure, complete"|"2019"|"506145"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"65 - 69"|"Estimate - de jure"|"Final figure, complete"|"2019"|"2406131"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"66"|"Estimate - de jure"|"Final figure, complete"|"2019"|"472188"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"67"|"Estimate - de jure"|"Final figure, complete"|"2019"|"459690"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"68"|"Estimate - de jure"|"Final figure, complete"|"2019"|"474770"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"69"|"Estimate - de jure"|"Final figure, complete"|"2019"|"493338"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"70"|"Estimate - de jure"|"Final figure, complete"|"2019"|"447886"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"70 - 74"|"Estimate - de jure"|"Final figure, complete"|"2019"|"2126644"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"71"|"Estimate - de jure"|"Final figure, complete"|"2019"|"424325"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"72"|"Estimate - de jure"|"Final figure, complete"|"2019"|"439301"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"73"|"Estimate - de jure"|"Final figure, complete"|"2019"|"413476"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"74"|"Estimate - de jure"|"Final figure, complete"|"2019"|"401656"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"75"|"Estimate - de jure"|"Final figure, complete"|"2019"|"342278"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"75 - 79"|"Estimate - de jure"|"Final figure, complete"|"2019"|"1538604"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"76"|"Estimate - de jure"|"Final figure, complete"|"2019"|"310405"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"77"|"Estimate - de jure"|"Final figure, complete"|"2019"|"373771"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"78"|"Estimate - de jure"|"Final figure, complete"|"2019"|"243294"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"79"|"Estimate - de jure"|"Final figure, complete"|"2019"|"268856"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"80"|"Estimate - de jure"|"Final figure, complete"|"2019"|"292513"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"80 - 84"|"Estimate - de jure"|"Final figure, complete"|"2019"|"1422641"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"81"|"Estimate - de jure"|"Final figure, complete"|"2019"|"309331"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"82"|"Estimate - de jure"|"Final figure, complete"|"2019"|"287504"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"83"|"Estimate - de jure"|"Final figure, complete"|"2019"|"271335"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"84"|"Estimate - de jure"|"Final figure, complete"|"2019"|"261958"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"85"|"Estimate - de jure"|"Final figure, complete"|"2019"|"242000"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"85 - 89"|"Estimate - de jure"|"Final figure, complete"|"2019"|"953320"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"86"|"Estimate - de jure"|"Final figure, complete"|"2019"|"211526"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"87"|"Estimate - de jure"|"Final figure, complete"|"2019"|"193577"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"88"|"Estimate - de jure"|"Final figure, complete"|"2019"|"163676"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"89"|"Estimate - de jure"|"Final figure, complete"|"2019"|"142541"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"90"|"Estimate - de jure"|"Final figure, complete"|"2019"|"115160"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"90 - 94"|"Estimate - de jure"|"Final figure, complete"|"2019"|"401175"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"91"|"Estimate - de jure"|"Final figure, complete"|"2019"|"97963"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"92"|"Estimate - de jure"|"Final figure, complete"|"2019"|"77811"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"93"|"Estimate - de jure"|"Final figure, complete"|"2019"|"62325"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"94"|"Estimate - de jure"|"Final figure, complete"|"2019"|"47916"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"95"|"Estimate - de jure"|"Final figure, complete"|"2019"|"36656"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"95 - 99"|"Estimate - de jure"|"Final figure, complete"|"2019"|"99751"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"96"|"Estimate - de jure"|"Final figure, complete"|"2019"|"25495"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"97"|"Estimate - de jure"|"Final figure, complete"|"2019"|"17872"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"98"|"Estimate - de jure"|"Final figure, complete"|"2019"|"11590"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"99"|"Estimate - de jure"|"Final figure, complete"|"2019"|"8138"|"3"
"Spain"|"2018"|"Total"|"Both Sexes"|"100 +"|"Estimate - de jure"|"Final figure, complete"|"2019"|"11228"|"3"
"Spain"|"2018"|"Total"|"Male"|"Total"|"Estimate - de jure"|"Final figure, complete"|"2019"|"22881882"|"3"
"Spain"|"2018"|"Total"|"Male"|"0"|"Estimate - de jure"|"Final figure, complete"|"2019"|"202087"|"3"
"Spain"|"2018"|"Total"|"Male"|"0 - 4"|"Estimate - de jure"|"Final figure, complete"|"2019"|"1084401"|"3"
"Spain"|"2018"|"Total"|"Male"|"1"|"Estimate - de jure"|"Final figure, complete"|"2019"|"213645"|"3"
"Spain"|"2018"|"Total"|"Male"|"1 - 4"|"Estimate - de jure"|"Final figure, complete"|"2019"|"882314"|"3"
"Spain"|"2018"|"Total"|"Male"|"2"|"Estimate - de jure"|"Final figure, complete"|"2019"|"220675"|"3"
"Spain"|"2018"|"Total"|"Male"|"3"|"Estimate - de jure"|"Final figure, complete"|"2019"|"225090"|"3"
"Spain"|"2018"|"Total"|"Male"|"4"|"Estimate - de jure"|"Final figure, complete"|"2019"|"222904"|"3"
"Spain"|"2018"|"Total"|"Male"|"5"|"Estimate - de jure"|"Final figure, complete"|"2019"|"236080"|"3"
"Spain"|"2018"|"Total"|"Male"|"5 - 9"|"Estimate - de jure"|"Final figure, complete"|"2019"|"1250866"|"3"
"Spain"|"2018"|"Total"|"Male"|"6"|"Estimate - de jure"|"Final figure, complete"|"2019"|"245458"|"3"
"Spain"|"2018"|"Total"|"Male"|"7"|"Estimate - de jure"|"Final figure, complete"|"2019"|"247867"|"3"
"Spain"|"2018"|"Total"|"Male"|"8"|"Estimate - de jure"|"Final figure, complete"|"2019"|"253955"|"3"
"Spain"|"2018"|"Total"|"Male"|"9"|"Estimate - de jure"|"Final figure, complete"|"2019"|"267506"|"3"
"Spain"|"2018"|"Total"|"Male"|"10"|"Estimate - de jure"|"Final figure, complete"|"2019"|"258572"|"3"
"Spain"|"2018"|"Total"|"Male"|"10 - 14"|"Estimate - de jure"|"Final figure, complete"|"2019"|"1261152"|"3"
"Spain"|"2018"|"Total"|"Male"|"11"|"Estimate - de jure"|"Final figure, complete"|"2019"|"257183"|"3"
"Spain"|"2018"|"Total"|"Male"|"12"|"Estimate - de jure"|"Final figure, complete"|"2019"|"251280"|"3"
"Spain"|"2018"|"Total"|"Male"|"13"|"Estimate - de jure"|"Final figure, complete"|"2019"|"249593"|"3"
"Spain"|"2018"|"Total"|"Male"|"14"|"Estimate - de jure"|"Final figure, complete"|"2019"|"244524"|"3"
"Spain"|"2018"|"Total"|"Male"|"15"|"Estimate - de jure"|"Final figure, complete"|"2019"|"236422"|"3"
"Spain"|"2018"|"Total"|"Male"|"15 - 19"|"Estimate - de jure"|"Final figure, complete"|"2019"|"1167453"|"3"
"Spain"|"2018"|"Total"|"Male"|"16"|"Estimate - de jure"|"Final figure, complete"|"2019"|"234776"|"3"
"Spain"|"2018"|"Total"|"Male"|"17"|"Estimate - de jure"|"Final figure, complete"|"2019"|"236708"|"3"
"Spain"|"2018"|"Total"|"Male"|"18"|"Estimate - de jure"|"Final figure, complete"|"2019"|"231707"|"3"
"Spain"|"2018"|"Total"|"Male"|"19"|"Estimate - de jure"|"Final figure, complete"|"2019"|"227840"|"3"
"Spain"|"2018"|"Total"|"Male"|"20"|"Estimate - de jure"|"Final figure, complete"|"2019"|"228570"|"3"
"Spain"|"2018"|"Total"|"Male"|"20 - 24"|"Estimate - de jure"|"Final figure, complete"|"2019"|"1153467"|"3"
"Spain"|"2018"|"Total"|"Male"|"21"|"Estimate - de jure"|"Final figure, complete"|"2019"|"226648"|"3"
"Spain"|"2018"|"Total"|"Male"|"22"|"Estimate - de jure"|"Final figure, complete"|"2019"|"227578"|"3"
"Spain"|"2018"|"Total"|"Male"|"23"|"Estimate - de jure"|"Final figure, complete"|"2019"|"230900"|"3"
"Spain"|"2018"|"Total"|"Male"|"24"|"Estimate - de jure"|"Final figure, complete"|"2019"|"239771"|"3"
"Spain"|"2018"|"Total"|"Male"|"25"|"Estimate - de jure"|"Final figure, complete"|"2019"|"248012"|"3"
"Spain"|"2018"|"Total"|"Male"|"25 - 29"|"Estimate - de jure"|"Final figure, complete"|"2019"|"1264328"|"3"
"Spain"|"2018"|"Total"|"Male"|"26"|"Estimate - de jure"|"Final figure, complete"|"2019"|"248147"|"3"
"Spain"|"2018"|"Total"|"Male"|"27"|"Estimate - de jure"|"Final figure, complete"|"2019"|"251199"|"3"
"Spain"|"2018"|"Total"|"Male"|"28"|"Estimate - de jure"|"Final figure, complete"|"2019"|"256269"|"3"
"Spain"|"2018"|"Total"|"Male"|"29"|"Estimate - de jure"|"Final figure, complete"|"2019"|"260701"|"3"
"Spain"|"2018"|"Total"|"Male"|"30"|"Estimate - de jure"|"Final figure, complete"|"2019"|"264985"|"3"
"Spain"|"2018"|"Total"|"Male"|"30 - 34"|"Estimate - de jure"|"Final figure, complete"|"2019"|"1420073"|"3"
"Spain"|"2018"|"Total"|"Male"|"31"|"Estimate - de jure"|"Final figure, complete"|"2019"|"271923"|"3"
"Spain"|"2018"|"Total"|"Male"|"32"|"Estimate - de jure"|"Final figure, complete"|"2019"|"282784"|"3"
"Spain"|"2018"|"Total"|"Male"|"33"|"Estimate - de jure"|"Final figure, complete"|"2019"|"294709"|"3"
"Spain"|"2018"|"Total"|"Male"|"34"|"Estimate - de jure"|"Final figure, complete"|"2019"|"305672"|"3"
"Spain"|"2018"|"Total"|"Male"|"35"|"Estimate - de jure"|"Final figure, complete"|"2019"|"325406"|"3"
"Spain"|"2018"|"Total"|"Male"|"35 - 39"|"Estimate - de jure"|"Final figure, complete"|"2019"|"1795555"|"3"
"Spain"|"2018"|"Total"|"Male"|"36"|"Estimate - de jure"|"Final figure, complete"|"2019"|"342562"|"3"
"Spain"|"2018"|"Total"|"Male"|"37"|"Estimate - de jure"|"Final figure, complete"|"2019"|"360758"|"3"
"Spain"|"2018"|"Total"|"Male"|"38"|"Estimate - de jure"|"Final figure, complete"|"2019"|"373471"|"3"
"Spain"|"2018"|"Total"|"Male"|"39"|"Estimate - de jure"|"Final figure, complete"|"2019"|"393358"|"3"
"Spain"|"2018"|"Total"|"Male"|"40"|"Estimate - de jure"|"Final figure, complete"|"2019"|"401571"|"3"
"Spain"|"2018"|"Total"|"Male"|"40 - 44"|"Estimate - de jure"|"Final figure, complete"|"2019"|"2014901"|"3"
"Spain"|"2018"|"Total"|"Male"|"41"|"Estimate - de jure"|"Final figure, complete"|"2019"|"408590"|"3"
"Spain"|"2018"|"Total"|"Male"|"42"|"Estimate - de jure"|"Final figure, complete"|"2019"|"407089"|"3"
"Spain"|"2018"|"Total"|"Male"|"43"|"Estimate - de jure"|"Final figure, complete"|"2019"|"403348"|"3"
"Spain"|"2018"|"Total"|"Male"|"44"|"Estimate - de jure"|"Final figure, complete"|"2019"|"394303"|"3"
"Spain"|"2018"|"Total"|"Male"|"45"|"Estimate - de jure"|"Final figure, complete"|"2019"|"392552"|"3"
"Spain"|"2018"|"Total"|"Male"|"45 - 49"|"Estimate - de jure"|"Final figure, complete"|"2019"|"1902769"|"3"
"Spain"|"2018"|"Total"|"Male"|"46"|"Estimate - de jure"|"Final figure, complete"|"2019"|"385380"|"3"
"Spain"|"2018"|"Total"|"Male"|"47"|"Estimate - de jure"|"Final figure, complete"|"2019"|"379480"|"3"
"Spain"|"2018"|"Total"|"Male"|"48"|"Estimate - de jure"|"Final figure, complete"|"2019"|"374683"|"3"
"Spain"|"2018"|"Total"|"Male"|"49"|"Estimate - de jure"|"Final figure, complete"|"2019"|"370674"|"3"
"Spain"|"2018"|"Total"|"Male"|"50"|"Estimate - de jure"|"Final figure, complete"|"2019"|"371322"|"3"
"Spain"|"2018"|"Total"|"Male"|"50 - 54"|"Estimate - de jure"|"Final figure, complete"|"2019"|"1791837"|"3"
"Spain"|"2018"|"Total"|"Male"|"51"|"Estimate - de jure"|"Final figure, complete"|"2019"|"361748"|"3"
"Spain"|"2018"|"Total"|"Male"|"52"|"Estimate - de jure"|"Final figure, complete"|"2019"|"356530"|"3"
"Spain"|"2018"|"Total"|"Male"|"53"|"Estimate - de jure"|"Final figure, complete"|"2019"|"360050"|"3"
"Spain"|"2018"|"Total"|"Male"|"54"|"Estimate - de jure"|"Final figure, complete"|"2019"|"342187"|"3"
"Spain"|"2018"|"Total"|"Male"|"55"|"Estimate - de jure"|"Final figure, complete"|"2019"|"328574"|"3"
"Spain"|"2018"|"Total"|"Male"|"55 - 59"|"Estimate - de jure"|"Final figure, complete"|"2019"|"1578213"|"3"
"Spain"|"2018"|"Total"|"Male"|"56"|"Estimate - de jure"|"Final figure, complete"|"2019"|"319404"|"3"
"Spain"|"2018"|"Total"|"Male"|"57"|"Estimate - de jure"|"Final figure, complete"|"2019"|"319857"|"3"
"Spain"|"2018"|"Total"|"Male"|"58"|"Estimate - de jure"|"Final figure, complete"|"2019"|"309467"|"3"
"Spain"|"2018"|"Total"|"Male"|"59"|"Estimate - de jure"|"Final figure, complete"|"2019"|"300911"|"3"
"Spain"|"2018"|"Total"|"Male"|"60"|"Estimate - de jure"|"Final figure, complete"|"2019"|"291801"|"3"
"Spain"|"2018"|"Total"|"Male"|"60 - 64"|"Estimate - de jure"|"Final figure, complete"|"2019"|"1316834"|"3"
"Spain"|"2018"|"Total"|"Male"|"61"|"Estimate - de jure"|"Final figure, complete"|"2019"|"270776"|"3"
"Spain"|"2018"|"Total"|"Male"|"62"|"Estimate - de jure"|"Final figure, complete"|"2019"|"261190"|"3"
"Spain"|"2018"|"Total"|"Male"|"63"|"Estimate - de jure"|"Final figure, complete"|"2019"|"246902"|"3"
"Spain"|"2018"|"Total"|"Male"|"64"|"Estimate - de jure"|"Final figure, complete"|"2019"|"246165"|"3"
"Spain"|"2018"|"Total"|"Male"|"65"|"Estimate - de jure"|"Final figure, complete"|"2019"|"244559"|"3"
"Spain"|"2018"|"Total"|"Male"|"65 - 69"|"Estimate - de jure"|"Final figure, complete"|"2019"|"1147212"|"3"
"Spain"|"2018"|"Total"|"Male"|"66"|"Estimate - de jure"|"Final figure, complete"|"2019"|"226396"|"3"
"Spain"|"2018"|"Total"|"Male"|"67"|"Estimate - de jure"|"Final figure, complete"|"2019"|"219361"|"3"
"Spain"|"2018"|"Total"|"Male"|"68"|"Estimate - de jure"|"Final figure, complete"|"2019"|"224324"|"3"
"Spain"|"2018"|"Total"|"Male"|"69"|"Estimate - de jure"|"Final figure, complete"|"2019"|"232572"|"3"
"Spain"|"2018"|"Total"|"Male"|"70"|"Estimate - de jure"|"Final figure, complete"|"2019"|"210248"|"3"
"Spain"|"2018"|"Total"|"Male"|"70 - 74"|"Estimate - de jure"|"Final figure, complete"|"2019"|"983119"|"3"
"Spain"|"2018"|"Total"|"Male"|"71"|"Estimate - de jure"|"Final figure, complete"|"2019"|"197015"|"3"
"Spain"|"2018"|"Total"|"Male"|"72"|"Estimate - de jure"|"Final figure, complete"|"2019"|"202834"|"3"
"Spain"|"2018"|"Total"|"Male"|"73"|"Estimate - de jure"|"Final figure, complete"|"2019"|"189869"|"3"
"Spain"|"2018"|"Total"|"Male"|"74"|"Estimate - de jure"|"Final figure, complete"|"2019"|"183153"|"3"
"Spain"|"2018"|"Total"|"Male"|"75"|"Estimate - de jure"|"Final figure, complete"|"2019"|"155237"|"3"
"Spain"|"2018"|"Total"|"Male"|"75 - 79"|"Estimate - de jure"|"Final figure, complete"|"2019"|"679146"|"3"
